entity_norm,label,category,count
benoit poelvoorde,PERSON,entertainment,1
bergamasco david dal maso,PERSON,sport,1
bergamasco parisse,ORG,sport,2
bergh,PERSON,sport,2
berkeley,GPE,business,1
berlin,GPE,business,4
berlin,GPE,entertainment,21
berlin,GPE,politics,2
berlin,GPE,sport,2
berlin paul,PERSON,business,1
bernadette devlin,PERSON,politics,1
bernard inches,PERSON,sport,1
bernard ingham margaret,PERSON,entertainment,1
bernard laporte,PERSON,sport,2
bernard software,PERSON,tech,1
bernath times,ORG,entertainment,1
bernd weidensteiner,PERSON,business,1
bernie banton,PERSON,business,1
bernie mandic,PERSON,sport,1
bert roberts,PERSON,business,2
bert ruerup,PERSON,politics,1
berta foundation represents airlines,ORG,business,1
bertie ahern,PERSON,business,3
bestever year,DATE,tech,1
bet yearold,ORG,entertainment,1
betamax,PERSON,tech,2
betamax versus vhs,PERSON,entertainment,3
beth gibbons,PERSON,entertainment,1
betsen biarritz julien bonnaire,PERSON,sport,2
better wolfson,PERSON,business,1
betty astell,PERSON,entertainment,1
betty boothroyd,PERSON,politics,2
beverley knight,PERSON,entertainment,1
beverly hills,GPE,entertainment,6
beverly siemssen,PERSON,entertainment,1
bez,ORG,business,3
bez,ORG,entertainment,7
bez difficult human,ORG,entertainment,1
bez favourite,ORG,entertainment,2
bez loopy,PERSON,entertainment,1
bez mccririck,PERSON,entertainment,1
bhai ambani,PERSON,business,1
biarritz,ORG,sport,1
biarritz julien bonnaire,PERSON,sport,1
bicentennial,DATE,entertainment,1
big agenda africa,ORG,politics,1
big year,DATE,tech,2
bigley article magazine,ORG,politics,1
bill armstrong,PERSON,business,1
bill beaumont,PERSON,sport,1
bill berry,PERSON,entertainment,1
bill blunkett,PERSON,politics,2
bill brings,PERSON,politics,1
bill came mps,PERSON,politics,1
bill clarke,PERSON,politics,1
bill clinton,PERSON,business,2
bill clinton,PERSON,entertainment,3
bill clinton,PERSON,politics,2
bill companys,PERSON,business,1
bill condon kinsey michel,PERSON,entertainment,1
bill cosby,PERSON,entertainment,2
bill cosbys,PERSON,entertainment,1
bill ford,PERSON,business,1
bill gammell,PERSON,business,3
bill gates,PERSON,politics,1
bill knowledge,PERSON,sport,1
bill lockyer,PERSON,business,1
bill marr,PERSON,business,1
bill morris,PERSON,politics,1
bill much,PERSON,politics,1
bill murray,PERSON,entertainment,2
bill owens,PERSON,business,1
bill roxy,PERSON,entertainment,1
bill russia,PERSON,business,1
bill second,PERSON,politics,1
bill shambles,PERSON,entertainment,1
bill thompson,PERSON,business,5
bill thompson,PERSON,entertainment,2
bill thompson,PERSON,tech,5
bill thompson regular commentator bbc world,PERSON,business,1
bill williams,PERSON,sport,1
bill yukos,PERSON,business,2
billion dollars,MONEY,business,1
billion kronor kronor,MONEY,business,1
billion nearly billion,MONEY,business,1
billion year,DATE,business,2
billions dollars,MONEY,business,5
billions dollars,MONEY,politics,1
billions pounds,MONEY,politics,1
billions pounds,MONEY,sport,1
bills receipts bank,ORG,business,1
billy joel,PERSON,entertainment,1
bin,PERSON,business,1
bin,PERSON,tech,2
bin laden,PERSON,politics,1
bin talal,ORG,business,1
bingley housebuilder george wimpey,ORG,business,1
binyamin netanyahu,PERSON,business,1
biogen,ORG,business,1
birmingham,GPE,politics,3
birmingham,GPE,sport,14
birmingham bennett,PERSON,entertainment,1
birmingham city,GPE,sport,2
birmingham favour,PERSON,sport,1
birmingham grand,PERSON,sport,1
birmingham grand prix,PERSON,sport,1
birmingham johnson,PERSON,sport,1
birmingham kelly holmes carolina,PERSON,sport,1
birmingham meeting,PERSON,sport,1
birmingham mellberg,PERSON,sport,1
birmingham newcastle brown,PERSON,politics,1
birmingham tottenham,ORG,sport,1
birmingham west ham sheff,PERSON,sport,1
birmingham yardley surrey,PERSON,politics,1
birmingham yearold,ORG,sport,1
black america reggae,ORG,entertainment,1
blackadder comeback,PERSON,entertainment,1
blackbuck antelope,PERSON,sport,1
blackburn burnley ewood park,PERSON,sport,1
blair,ORG,entertainment,1
blair,PERSON,business,7
blair,PERSON,politics,63
blair abbas,PERSON,politics,1
blair blair,PERSON,politics,1
blair blunkett,PERSON,politics,1
blair brown,PERSON,politics,5
blair butt row,PERSON,politics,1
blair david miliband,PERSON,politics,1
blair face trust issue,ORG,politics,1
blair labours,PERSON,politics,1
blair prepares name poll,PERSON,business,1
blair reform house,ORG,politics,1
blair ross,PERSON,sport,1
blair ross hinshelwood murphy,PERSON,sport,1
blair sets date africa report commission africas report,ORG,politics,1
blair tony blair,PERSON,politics,1
blair yellow,PERSON,sport,1
blairs,ORG,politics,1
blamed cockup,PERSON,politics,1
blanche inflict unnecessary,ORG,politics,1
blanchett leonardo,PERSON,entertainment,3
bloc party,ORG,entertainment,2
block stilian petrovs callup,ORG,sport,1
blog year,DATE,tech,2
blogging movement building,ORG,entertainment,1
blomefontein cape,PERSON,sport,1
bloomberg,ORG,business,1
blue,ORG,business,1
blues slam,ORG,sport,1
blunkett,PERSON,politics,7
blunkett complained,PERSON,politics,1
blunkett leoncia casalmes,PERSON,politics,1
blur home theatre systems,ORG,business,2
bmo financial group,ORG,business,2
bmw,ORG,business,15
bmw,ORG,sport,5
bmw general motors,ORG,business,1
bmw group,ORG,business,1
bmw manage,ORG,sport,1
bmw management board,ORG,business,1
bmw series cowley factory,ORG,business,1
bnp,ORG,politics,1
bnps,GPE,politics,2
boateng served,PERSON,politics,1
boateng step,PERSON,politics,1
bob bryan,PERSON,sport,1
bob dwyer,PERSON,sport,1
bob laxton,PERSON,politics,1
bob malcolm,PERSON,sport,1
bob marley rob partridge,PERSON,entertainment,1
bob neill,PERSON,politics,1
bob stewart,PERSON,politics,1
bobby,PERSON,sport,1
bobby beat,PERSON,politics,1
bobby charlton,PERSON,sport,1
bobby darin,PERSON,entertainment,4
bobby hernandez,PERSON,entertainment,1
bobby reynolds,PERSON,sport,1
bobby robson,PERSON,sport,1
bobby robson louis van gaal,PERSON,sport,1
boe,ORG,business,3
boeing,ORG,business,38
boeing air chinas,ORG,business,1
boeing mandelson,ORG,business,1
boeings,ORG,business,1
bogota,GPE,entertainment,1
bollywood dvd fraudster,PERSON,entertainment,1
bolton,PERSON,entertainment,1
bolton,PERSON,sport,2
bolton boss sam,PERSON,sport,1
bolton boss sam allardyce,PERSON,sport,1
bolton jaaskelainen,PERSON,sport,1
bolton kieron dyer,PERSON,sport,1
bolton meet,PERSON,sport,1
bolton west,PERSON,politics,1
bombardier,ORG,business,2
bombay,GPE,entertainment,2
bombay,GPE,politics,1
bombay immigration office immigration,ORG,entertainment,1
bombay stock exchange,ORG,business,2
bon,ORG,entertainment,1
bona,PERSON,entertainment,1
bondarenko ukraine mirza,ORG,sport,1
bonn germany,GPE,entertainment,1
bonnie clyde,PERSON,business,1
bonny lee bakley,PERSON,entertainment,1
books year ago,DATE,business,1
boothroyd,ORG,politics,2
boothroyd calls,ORG,politics,2
borders council midlothian council,ORG,politics,1
bordesley green ward,ORG,politics,1
boris,PERSON,politics,1
boris johnson,PERSON,politics,1
boro defender,PERSON,sport,1
borthwick brown chuter,PERSON,sport,1
bortolami capt persico mauro bergamasco parisse,ORG,sport,1
bortolami persico,PERSON,sport,2
borussia,GPE,sport,2
borussia,ORG,sport,9
borussia,PERSON,sport,2
boston,GPE,business,1
boston,GPE,sport,7
boston,GPE,tech,1
boston federal court,ORG,business,1
boston milton,ORG,sport,1
bouba,GPE,sport,2
bouira kilometres miles,PERSON,politics,1
bowe humphreys,PERSON,sport,1
box office,ORG,business,1
boy george,PERSON,entertainment,1
boyd,PERSON,business,2
brad,GPE,entertainment,1
brad,ORG,sport,1
brad bird,ORG,entertainment,1
brad wernle,PERSON,business,1
bradfield,GPE,entertainment,1
bradfield,ORG,entertainment,1
brady,PERSON,politics,1
brady,PERSON,sport,1
brady mccormick longwell,PERSON,sport,1
brainwave cap controls,ORG,tech,2
brandos academy award triumph,ORG,entertainment,1
brandy stolichnaya vodka ballantines,ORG,business,1
brankin,PERSON,politics,1
bravado,GPE,entertainment,1
brazil,GPE,business,13
brazil,GPE,entertainment,2
brazil,GPE,politics,1
brazil,GPE,sport,11
brazil juninhos,GPE,sport,1
brazilian institute,ORG,business,1
brendan,PERSON,business,1
brendan barber,PERSON,business,1
brentford goalless,ORG,sport,1
brentford southampton,ORG,sport,1
brett,ORG,business,1
brett,PERSON,sport,1
brett lock,ORG,entertainment,1
brian barwick highbury,PERSON,sport,1
brian brink,PERSON,business,1
brian collins,PERSON,tech,2
brian dunne,PERSON,business,1
brian finn southcorp,PERSON,business,1
brian grazer,PERSON,entertainment,2
brian harvey,PERSON,entertainment,3
brian hassell,PERSON,sport,2
brian kerr,PERSON,sport,4
brian mcfadden,PERSON,entertainment,3
brian mcfadden franz,PERSON,entertainment,1
brian monteith msp,PERSON,business,1
brian odriscoll,PERSON,sport,4
brian taylor,PERSON,business,1
bridget jones edge reason,ORG,entertainment,1
bridgewell securities,ORG,business,1
bristol,ORG,business,2
bristol,ORG,entertainment,5
bristol,ORG,politics,1
bristol,ORG,sport,1
bristol academy,ORG,entertainment,1
bristol city,ORG,sport,1
bristol daytime,ORG,entertainment,1
bristol isle,ORG,politics,1
bristol notorious,ORG,entertainment,1
bristol ntl viewers glasgow,ORG,entertainment,2
bristol university,ORG,business,1
bristol university,ORG,entertainment,2
bristol west cardiff central,ORG,politics,1
britain,GPE,business,46
britain,GPE,entertainment,36
britain,GPE,politics,182
britain,GPE,sport,40
britain,GPE,tech,16
britain germany,GPE,business,4
britain germany,GPE,politics,1
britain ireland,GPE,sport,2
britannia,GPE,business,1
british academy,ORG,entertainment,4
british army,ORG,politics,1
british association,ORG,entertainment,1
british bank abbey national,ORG,business,1
british bankers association bba,ORG,business,1
british board,ORG,entertainment,2
british board,ORG,sport,1
british casino association,ORG,entertainment,1
british chamber,ORG,business,1
british chambers,ORG,business,1
british chambers commerce,ORG,politics,1
british council,ORG,politics,3
british cross,ORG,sport,1
british davis cup,ORG,sport,1
british immigration,ORG,politics,1
british medical association,ORG,politics,1
british national party,ORG,politics,2
british national party leaflet,ORG,politics,1
british navy,ORG,business,1
british olympic association,ORG,sport,1
british passport,ORG,politics,1
british potato,ORG,sport,1
british retail consortium brc,ORG,business,2
british urban,ORG,entertainment,1
britney,PERSON,entertainment,1
britney start,ORG,business,1
briton,PERSON,entertainment,1
briton hayley yelling,PERSON,sport,1
briton karl keska,PERSON,sport,1
britton,ORG,sport,1
britz,PERSON,sport,1
brixton,PERSON,entertainment,1
brixton academy,ORG,entertainment,1
broadband soars broadband,ORG,tech,1
broadband steams ahead,ORG,tech,1
broadcaster cyril,PERSON,entertainment,1
brooks,ORG,sport,1
brooks hoadley murphy,ORG,sport,1
brookside,ORG,entertainment,1
brookside creators channel,ORG,entertainment,1
brown,PERSON,business,6
brown,PERSON,entertainment,1
brown,PERSON,politics,25
brown blair,PERSON,politics,1
brown paul mckee,PERSON,sport,1
brown proud,PERSON,politics,1
brown weeklong,PERSON,politics,1
browns golden rule,PERSON,business,1
browser microsoft,PERSON,tech,2
bruce davis,PERSON,entertainment,1
bruce douglas,PERSON,sport,1
bruce forsyth,PERSON,sport,1
bruce johnston,PERSON,entertainment,1
bruce lee brute,PERSON,tech,2
bruce misamore,PERSON,business,2
bruce misamore deutsche bank,PERSON,business,1
bruce snyder,PERSON,entertainment,2
bruce springsteen,PERSON,entertainment,1
bruce springsteens,PERSON,entertainment,1
bruce terry,PERSON,entertainment,1
bruce willis,PERSON,entertainment,2
bruno saleeng william servat stade,PERSON,sport,2
brussels,GPE,business,9
brussels,GPE,entertainment,1
brussels,GPE,politics,9
brussels,GPE,sport,3
brussels,GPE,tech,2
brussels summit blair,ORG,politics,1
bryan,PERSON,sport,1
bryan ferry,PERSON,entertainment,1
bryan twins,PERSON,sport,2
bryce canyon,PERSON,tech,2
bryn cunningham,ORG,sport,1
bryson thompson,PERSON,sport,1
bsa,ORG,business,2
buckfield,GPE,sport,1
buckingham,GPE,entertainment,1
buckingham palace press spokesman,ORG,politics,1
budge pountney,PERSON,sport,2
budget aston,ORG,business,1
buena vista,ORG,entertainment,2
buick cadillac,PERSON,business,1
builtin,ORG,business,1
builtin,ORG,tech,7
builtin audience,ORG,entertainment,1
bulbs year,ORG,entertainment,1
bulgaria,GPE,business,2
bulgaria,GPE,sport,5
bulgaria,GPE,tech,5
burma,GPE,politics,1
burnley boss,PERSON,sport,1
burnley crystal palace sunderland,ORG,sport,1
burnley lancashire,ORG,politics,1
burton obrien,PERSON,sport,1
bush,PERSON,business,41
bush,PERSON,entertainment,8
bush,PERSON,politics,25
bush,PERSON,tech,2
busiest day year,DATE,business,1
busy week,DATE,sport,1
byrne metres,PERSON,sport,1
cactus diet,ORG,business,1
cadbury,ORG,business,1
cadbury schweppes,ORG,business,1
cadbury schweppes compliance,ORG,business,2
cadena cope,ORG,sport,1
cadillac,ORG,sport,5
cage films,PERSON,entertainment,1
cahill agassi,ORG,sport,1
cairn,ORG,business,1
cairn energy,ORG,business,1
cairo,GPE,politics,2
cairo,GPE,sport,1
calendar academy,ORG,entertainment,1
calico eddie redmayne,PERSON,entertainment,1
california,GPE,business,9
california,GPE,entertainment,6
california,GPE,sport,3
california,GPE,tech,27
california berkeley,ORG,tech,1
california institute technology,ORG,tech,1
calleri atp title acapulco,ORG,sport,1
calleri beat,PERSON,sport,1
calvin howarth,PERSON,sport,1
calyon morgan chase bank,ORG,business,1
calyon securities,ORG,business,2
camberley surrey,PERSON,tech,2
cambodia,GPE,business,1
cambodia,GPE,tech,3
cameron mackintosh,PERSON,entertainment,2
cameron mackintoshs,PERSON,entertainment,1
cameroon capital,ORG,politics,1
camilla parker,ORG,business,1
camilla parker,ORG,politics,1
camille,PERSON,sport,1
camp day later,DATE,entertainment,1
campaigner neil herron mallon,ORG,politics,1
campbell,ORG,entertainment,4
campbell,ORG,politics,18
campbell,ORG,sport,18
campbell alloway bishop,ORG,politics,1
campbell arsenal much,ORG,sport,1
campbell called rivalry,ORG,sport,1
campbell campbell,ORG,politics,1
campbell chance,PERSON,sport,1
campbell described,ORG,politics,1
campbell due,ORG,sport,1
campbell email,ORG,politics,1
campbell england defender,ORG,sport,1
campbell olympic,ORG,sport,1
campbell one,PERSON,sport,1
campbell peter mandelson,PERSON,politics,2
campbell rescues arsenal sol,ORG,sport,1
campbell ulster,ORG,sport,1
camper van,PERSON,politics,1
camus,ORG,business,1
canada,GPE,business,5
canada,GPE,entertainment,9
canada,GPE,politics,3
canada,GPE,sport,4
canada,GPE,tech,2
canada australia,ORG,entertainment,1
canada box office,ORG,entertainment,1
canada box office chart,ORG,entertainment,1
canadian cents news,ORG,business,1
candela,GPE,sport,1
candela,ORG,sport,2
candela fivemonth deal yearold,ORG,sport,1
candela travel,ORG,sport,1
canterbury,GPE,politics,5
cantona,PERSON,sport,1
cantona incident palace fan paul nixon,ORG,sport,1
cap australia,ORG,sport,1
cap ireland,GPE,sport,1
capgemini,PERSON,business,1
capital economics,ORG,business,1
capital madrid,ORG,business,1
capital newbridge bought,ORG,business,1
capital south east,ORG,entertainment,1
capital year years,DATE,entertainment,1
capriati,ORG,sport,2
capriati australian,ORG,sport,1
capriati miss,PERSON,sport,1
carey elton,PERSON,entertainment,2
carey lowell,PERSON,business,1
carl,PERSON,business,1
carl,PERSON,sport,1
carl emmerson institute,PERSON,business,2
carl gavin,PERSON,entertainment,2
carla ferstman legal director,PERSON,politics,1
carlhenric svanberg,PERSON,business,1
carlisles cross,ORG,sport,1
carlo,ORG,sport,1
carlos,PERSON,entertainment,1
carlos alberto perreira houllier,PERSON,sport,1
carlos baez silva,PERSON,business,1
carlos ghosn,PERSON,business,1
carlos moya,PERSON,sport,10
carlos saldarriaga,PERSON,tech,4
carlos tevez,PERSON,sport,1
carlos wilson,PERSON,business,1
carlsberg,GPE,business,4
carlsberg worlds fifthlargest brewer,PERSON,business,1
carnival maracana sao paolo,PERSON,entertainment,1
carolina milanesi,PERSON,business,5
carolina milanesi,PERSON,entertainment,1
caroline pelletier games,PERSON,entertainment,1
caroline quentin,ORG,entertainment,1
caroline quentin,PERSON,entertainment,1
carolyn burnham,PERSON,entertainment,1
carpenter hill,PERSON,entertainment,1
carpet hollywood,ORG,entertainment,1
carr,PERSON,sport,2
carry star,PERSON,entertainment,1
carry thomas miss,PERSON,sport,1
carson people,PERSON,entertainment,1
cartagena cochilco,PERSON,business,1
carter,PERSON,business,1
carter,PERSON,entertainment,3
carter,PERSON,politics,1
carters white,PERSON,politics,1
castiron guarantee government consults,ORG,politics,1
castrogiovanni,ORG,sport,4
catherine johnson,PERSON,entertainment,1
catherine tate,PERSON,entertainment,1
catherine zeta,PERSON,entertainment,1
catherine zeta jones,PERSON,entertainment,1
catherine zetajones,PERSON,entertainment,2
catholic church,ORG,politics,1
catholic church england,ORG,politics,1
catholic press blasphemy weitz,ORG,entertainment,1
catholic secular,PERSON,entertainment,1
cbbc john peel harry potter,PERSON,tech,1
cbi,ORG,business,2
cbs,ORG,entertainment,9
cbs,ORG,sport,4
cbs,ORG,tech,2
cbs news,ORG,entertainment,1
ccf beginning,ORG,business,1
cctv,ORG,sport,1
cctv pictures software,ORG,entertainment,2
cea,ORG,business,13
cea boss,PERSON,tech,2
cebit,ORG,business,2
cebit fever,ORG,tech,2
cech ferreira carvalho,PERSON,sport,1
cech henry,PERSON,sport,1
