entity,label,category
andy roddick,PERSON,sport
wednesday,DATE,sport
paul goldstein,PERSON,sport
andre agassi,PERSON,sport
tuesday,DATE,sport
bobby reynolds,PERSON,sport
last years,DATE,sport
san jose,GPE,sport
last year,DATE,sport
dawson joins england injury list,ORG,sport
scrumhalf matt dawson,PERSON,sport
next weekend,DATE,sport
saturday,DATE,sport
warren gatland,PERSON,sport
test week,DATE,sport
andy hazell,PERSON,sport
next week,DATE,sport
andy gomarsall,PERSON,sport
harry ellis jamie noon,PERSON,sport
friday,DATE,sport
italy,GPE,sport
nearly four years,DATE,sport
rome,GPE,sport
jonathan thomas tom shanklin,PERSON,sport
martyn williams,PERSON,sport
italy,GPE,sport
williams,PERSON,sport
robert sidoli,PERSON,sport
years,DATE,sport
williams,PERSON,sport
andrea masi,PERSON,sport
aaron persico,PERSON,sport
italian half,DATE,sport
tom shanklin,PERSON,sport
michael owens,PERSON,sport
stephen jones retained kicking,PERSON,sport
italy,GPE,sport
henson,PERSON,sport
italy,GPE,sport
kick henson,PERSON,sport
roland marigny,PERSON,sport
ludovico nitoglia,PERSON,sport
henson,PERSON,sport
shanklin,ORG,sport
convert marigny,PERSON,sport
italy henson,PERSON,sport
martyn williams,PERSON,sport
italy,GPE,sport
mauro bergamasco,PERSON,sport
williams,PERSON,sport
italy,GPE,sport
martyn williams,PERSON,sport
kevin morgan,PERSON,sport
williams ceri,PERSON,sport
first time years,DATE,sport
paris,GPE,sport
marigny mirco bergamasco pozzebon,PERSON,sport
castrogiovanni,ORG,sport
bortolami capt persico mauro bergamasco parisse,ORG,sport
intoppa perugini del fava,PERSON,sport
maso griffen,PERSON,sport
barbini robertson thomas,PERSON,sport
shanklin henson williams,PERSON,sport
peel jenkins,PERSON,sport
thomas williams owen mcbryde,PERSON,sport
sowdentaylor cooper,ORG,sport
morgan andrew cole australia,PERSON,sport
tim,ORG,sport
chris bailey bailey,PERSON,sport
bbc sport,ORG,sport
jeremy bates,PERSON,sport
alex bogdanovic andrew murray,PERSON,sport
israel,GPE,sport
parmar bailey,PERSON,sport
tim gregs growing,PERSON,sport
years,DATE,sport
next year,DATE,sport
five years,DATE,sport
murray,PERSON,sport
last year,DATE,sport
three years,DATE,sport
alex,PERSON,sport
williams,PERSON,sport
martyn williams,PERSON,sport
opener england,ORG,sport
williams,PERSON,sport
match disc problem,PERSON,sport
last week,DATE,sport
williams,PERSON,sport
colin charvis,PERSON,sport
millennium,DATE,sport
williams,PERSON,sport
mike ruddock,PERSON,sport
williams,PERSON,sport
next monday,DATE,sport
france,GPE,sport
february,DATE,sport
sonny parker,PERSON,sport
next couple days,DATE,sport
lineup england,PERSON,sport
tuesday,DATE,sport
hingis make unexpected return martina hingis makes,ORG,sport
two years,DATE,sport
thailand,GPE,sport
tuesday,DATE,sport
hingis miss grand slam,ORG,sport
germany,GPE,sport
october,DATE,sport
elena dementieva,PERSON,sport
last year,DATE,sport
last week,DATE,sport
london,GPE,sport
kelly holmes,PERSON,sport
alan pascoe,PERSON,sport
sprinter frankie,PERSON,sport
grey thompson london,ORG,sport
busy week,DATE,sport
five days,DATE,sport
london,GPE,sport
wednesday,DATE,sport
thursday,DATE,sport
london,GPE,sport
friday,DATE,sport
saturday,DATE,sport
london,GPE,sport
australia,GPE,sport
one day,DATE,sport
sunday week,DATE,sport
steve,PERSON,sport
london,GPE,sport
bbc,ORG,sport
steve redgrave trust,PERSON,sport
jason gardener,PERSON,sport
darren chin,PERSON,sport
ronald pognon,PERSON,sport
madrid,GPE,sport
katherine endacott,PERSON,sport
seven days,DATE,sport
diane allahgreen,PERSON,sport
bbc,ORG,sport
northern ireland,GPE,sport
welshman jimmy,PERSON,sport
australia,GPE,sport
winter,DATE,sport
world year,DATE,sport
season,DATE,sport
jonathan moore,PERSON,sport
first time years eightminute,DATE,sport
madrid,GPE,sport
kenteris katerina,PERSON,sport
wednesday,DATE,sport
summer,DATE,sport
tuesday,DATE,sport
kenteris,PERSON,sport
two years,DATE,sport
kenteris,PERSON,sport
qatar,GPE,sport
tel aviv,GPE,sport
chicago,GPE,sport
friday,DATE,sport
juan ignacio chela,PERSON,sport
next fourth,DATE,sport
nicolas kiefer,PERSON,sport
johansson swede,ORG,sport
compatriot thomas,PERSON,sport
january,DATE,sport
next week,DATE,sport
newcastle,GPE,sport
arsene wenger,PERSON,sport
newcastle,GPE,sport
james park,PERSON,sport
wednesday,DATE,sport
newcastle,GPE,sport
sunday,DATE,sport
newcastle,GPE,sport
next weeks,DATE,sport
thierry henry,PERSON,sport
robert pires scored,PERSON,sport
italy aim rattle england italy,ORG,sport
john kirwan,PERSON,sport
france,GPE,sport
england,GPE,sport
kirwan,ORG,sport
london,GPE,sport
roland marigny,PERSON,sport
chris paterson,PERSON,sport
kirwan,ORG,sport
jonathan kaplan gone second,PERSON,sport
kick kaplan,PERSON,sport
josh lewsey,PERSON,sport
jamie noon,PERSON,sport
italy,GPE,sport
england,GPE,sport
year,DATE,sport
france,GPE,sport
paris,GPE,sport
last season,DATE,sport
andy robinson,PERSON,sport
newcastle,GPE,sport
last year,DATE,sport
gebremariam,PERSON,sport
overtake kipchoge,PERSON,sport
nick mccormick,PERSON,sport
mike skinner andrew baddeleys,PERSON,sport
benita johnson,PERSON,sport
johnson,PERSON,sport
brussels,GPE,sport
last march,DATE,sport
kathy butler hayley,PERSON,sport
england,GPE,sport
andy robinson,PERSON,sport
jonathan kaplan,PERSON,sport
saturday,DATE,sport
england,GPE,sport
last month,DATE,sport
scotland,GPE,sport
matt williams,PERSON,sport
budge pountney,PERSON,sport
referee steve,PERSON,sport
andy robinson,PERSON,sport
bbc,ORG,sport
jonathan kaplan,PERSON,sport
charlie hodgson flyhalf,PERSON,sport
kaplan,PERSON,sport
josh lewsey,PERSON,sport
lewsey,ORG,sport
matt stevens,PERSON,sport
charlie hodgson,PERSON,sport
martin corry,PERSON,sport
josh lewsey,PERSON,sport
three matches years,DATE,sport
september,DATE,sport
moya,ORG,sport
carlos moya,PERSON,sport
monday,DATE,sport
year,DATE,sport
moya hang victory yearold,PERSON,sport
kevin kim lee,PERSON,sport
slam,ORG,sport
today,DATE,sport
andre agassi,PERSON,sport
dieter kindlmann,PERSON,sport
earlier week,DATE,sport
agassi,GPE,sport
last days,DATE,sport
thomas johansson,PERSON,sport
peter luczak french,PERSON,sport
justin gimelstob seeds,ORG,sport
hrbaty ivan,PERSON,sport
mario ancic,PERSON,sport
albert costa,PERSON,sport
wada,GPE,sport
dick pound,PERSON,sport
two years,DATE,sport
three years,DATE,sport
moya,ORG,sport
davis cup carlos moya,PERSON,sport
spain,GPE,sport
davis cup crown seville,PERSON,sport
november,DATE,sport
moya,ORG,sport
spain victory usa,ORG,sport
two years,DATE,sport
last eight years,DATE,sport
davis cup seville,ORG,sport
sunday,DATE,sport
danny graham,PERSON,sport
matt holland,PERSON,sport
chris riggott,PERSON,sport
bartletts,GPE,sport
graham,PERSON,sport
defender hermann hreidarsson,PERSON,sport
danny murphys freekick right,PERSON,sport
bartlett,PERSON,sport
holland,GPE,sport
nemeth,PERSON,sport
floyd hasselbaink,PERSON,sport
riggotts,GPE,sport
boro defender,PERSON,sport
bartlett,PERSON,sport
graham,PERSON,sport
striker,PERSON,sport
last year,DATE,sport
graham riggott,PERSON,sport
doriva nemeth,PERSON,sport
graham kiely hreidarsson perry karkouri,PERSON,sport
konchesky,PERSON,sport
holland kishishev thomas johansson bartlett subs,PERSON,sport
konchesky hreidarsson,PERSON,sport
holland bartlett riley,PERSON,sport
france,GPE,sport
julien laharrague,PERSON,sport
frederic michalak flyhalf,PERSON,sport
laharrague,PERSON,sport
maso young,PERSON,sport
liebeneberg,PERSON,sport
julien laharrague brive aurelien rougerie,PERSON,sport
traille biarritz,PERSON,sport
christophe dominici stade francais yann delaigue,ORG,sport
biarritz julien bonnaire,PERSON,sport
yannick nyanga,PERSON,sport
jerome thion biarritz,PERSON,sport
nicolas mas perpignan,PERSON,sport
sebastien bruno,ORG,sport
william servat stade toulousain,PERSON,sport
gregory lamboley stade toulousain,ORG,sport
harinordoquy biarritz,PERSON,sport
frederic michalak stade,PERSON,sport
jeanphilippe grandclaude perpignan,PERSON,sport
london,GPE,sport
london,GPE,sport
next three years,DATE,sport
spain,GPE,sport
london,GPE,sport
next three years,DATE,sport
david bedford,PERSON,sport
jaouad gharib,PERSON,sport
paul tergat,PERSON,sport
dubai,GPE,sport
dubai,GPE,sport
australia,GPE,sport
south africa,GPE,sport
england,GPE,sport
pat sanderson kai,PERSON,sport
mathew tait,PERSON,sport
ireland,GPE,sport
tunisia shield,PERSON,sport
mike,PERSON,sport
fridays,DATE,sport
england,GPE,sport
dubai,GPE,sport
friday,DATE,sport
years,DATE,sport
portugal,GPE,sport
france,GPE,sport
argentina,GPE,sport
ireland,GPE,sport
ireland,GPE,sport
scotland murrayfield hugo,ORG,sport
malcolm,PERSON,sport
paul oconnell,PERSON,sport
denis hickie,PERSON,sport
john hayes gavin duffy,PERSON,sport
matt williams,PERSON,sport
italy,GPE,sport
jason white,PERSON,sport
hogg ireland,GPE,sport
andy craigs,PERSON,sport
johnny oconnor,PERSON,sport
peter stringer,PERSON,sport
david humphreys,PERSON,sport
paterson danielli,PERSON,sport
lamont parks cusiter,PERSON,sport
smith bulloch,ORG,sport
russell douglas,PERSON,sport
blair ross hinshelwood murphy,PERSON,sport
hickie ogara,PERSON,sport
oconnor foley,PERSON,sport
miller,ORG,sport
joel jutge,PERSON,sport
france,GPE,sport
argentina,GPE,sport
argentina lansdowne road,PERSON,sport
saturday,DATE,sport
argentina,GPE,sport
argentinas leinster flyhalf,ORG,sport
straightforward penalty mark,PERSON,sport
argentina,GPE,sport
ball manuel contepomi,PERSON,sport
ireland board,ORG,sport
manoeuvre ireland,GPE,sport
lewisfrancis turns,ORG,sport
christie mark lewisfrancis,PERSON,sport
christie yearold,ORG,sport
kim collins,PERSON,sport
birmingham,GPE,sport
february,DATE,sport
lewisfrancis sprinter,PERSON,sport
last year,DATE,sport
scotland italy,ORG,sport
sat murrayfield edinburgh,ORG,sport
saturday february,DATE,sport
bbc,ORG,sport
rome,GPE,sport
last year,DATE,sport
scotland,GPE,sport
matt williams,PERSON,sport
italy,GPE,sport
john kirwan,PERSON,sport
kirwan,ORG,sport
kirwan,ORG,sport
david dal maso openside star,PERSON,sport
mauro bergamasco,PERSON,sport
simon danielli,PERSON,sport
simon taylor,PERSON,sport
jason white,PERSON,sport
williams,PERSON,sport
france ireland,GPE,sport
italy,GPE,sport
paterson webster,PERSON,sport
lamont parks cusiter,PERSON,sport
smith bulloch,ORG,sport
murray taylor,PERSON,sport
russell douglas,PERSON,sport
blair ross,PERSON,sport
hinshelwood marigny mirco bergamasco stoica,PERSON,sport
castrogiovanni,ORG,sport
persico dal maso parisse,ORG,sport
intoppa perugini del fava,PERSON,sport
boston,GPE,sport
adera stuttgart,ORG,sport
last year,DATE,sport
compatriot kenenisa,PERSON,sport
france,GPE,sport
stephen jones,PERSON,sport
france,GPE,sport
two years ago,DATE,sport
martyn williams,PERSON,sport
two three years ago,DATE,sport
scotland murrayfield,ORG,sport
dubai,GPE,sport
last eight,DATE,sport
dubai,GPE,sport
likhotseva russia,ORG,sport
serena williams,PERSON,sport
williams,PERSON,sport
davenport anastasia myskina,PERSON,sport
chinas jie zheng,PERSON,sport
myskina,GPE,sport
spain,GPE,sport
france,GPE,sport
myskina,GPE,sport
patty,GPE,sport
switzerland,GPE,sport
sania mirza,PERSON,sport
india jelena jankovic serbia,ORG,sport
tuesday,DATE,sport
martinez davenport,ORG,sport
williams,PERSON,sport
williams,PERSON,sport
glenn hoddle,PERSON,sport
rick hayward,PERSON,sport
stuart gray,PERSON,sport
five weeks later,DATE,sport
london,GPE,sport
early last season,DATE,sport
france,GPE,sport
tuesday,DATE,sport
scot nick smith,PERSON,sport
daniel persson,PERSON,sport
next couple months,DATE,sport
britain,GPE,sport
russias olga fedorova,PERSON,sport
jenny kallur,PERSON,sport
russia,GPE,sport
russia,GPE,sport
johnson,PERSON,sport
russia,GPE,sport
britain,GPE,sport
france,GPE,sport
russia,GPE,sport
stefan holm,PERSON,sport
nick buckfield,PERSON,sport
chris lambert settle,PERSON,sport
france,GPE,sport
mens brett,PERSON,sport
britain,GPE,sport
sarah claxton,PERSON,sport
italy,GPE,sport
james thie,PERSON,sport
abraham,ORG,sport
france,GPE,sport
thompson,PERSON,sport
liverpool,GPE,sport
phil thompson,PERSON,sport
steve gerrard,PERSON,sport
bbc radio,ORG,sport
liverpool,GPE,sport
steve,PERSON,sport
liverpool,GPE,sport
last year year,DATE,sport
liverpool first,ORG,sport
liverpool,GPE,sport
liverpool,GPE,sport
thomas six nations,PERSON,sport
gareth thomas,PERSON,sport
monday,DATE,sport
france,GPE,sport
saturday,DATE,sport
phil bennett,PERSON,sport
thomas chase,PERSON,sport
bbc,ORG,sport
kevin morgan,PERSON,sport
williams,PERSON,sport
carry thomas miss,PERSON,sport
match scotland,PERSON,sport
six days later,DATE,sport
thomas,PERSON,sport
halftime williams,PERSON,sport
paris,GPE,sport
michael owen,PERSON,sport
mike,PERSON,sport
france,GPE,sport
scotland,GPE,sport
decider bennett,PERSON,sport
bbc radio,ORG,sport
days,DATE,sport
france,GPE,sport
kenenisa bekele,PERSON,sport
haile gebrselassie,PERSON,sport
mark meeting,PERSON,sport
record birmingham,PERSON,sport
last year,DATE,sport
markos,PERSON,sport
february,DATE,sport
jason gardener,PERSON,sport
mark lewisfrancis,PERSON,sport
next years,DATE,sport
lawrence dallaglio neil,PERSON,sport
martin johnson,PERSON,sport
new zealand,GPE,sport
johnson,PERSON,sport
last months,DATE,sport
recent weeks,DATE,sport
france,GPE,sport
new zealand,GPE,sport
france,GPE,sport
australia,GPE,sport
jake white south africa,PERSON,sport
britain ireland,GPE,sport
england ireland,GPE,sport
australia,GPE,sport
simon taylor,PERSON,sport
lawrence dallaglio,PERSON,sport
simon taylor,PERSON,sport
richard hill,PERSON,sport
radcliffe,PERSON,sport
london,GPE,sport
london,GPE,sport
months later,DATE,sport
april,DATE,sport
david bedford,PERSON,sport
three years ago,DATE,sport
bedford star,PERSON,sport
london,GPE,sport
months later,DATE,sport
chicago,GPE,sport
last august yearold,DATE,sport
new york,GPE,sport
november,DATE,sport
radcliffe,PERSON,sport
chicago,GPE,sport
london,GPE,sport
new york boston,GPE,sport
london boston,ORG,sport
london,GPE,sport
anniversary year,DATE,sport
celtic league win,ORG,sport
friday,DATE,sport
paul steinmetz,PERSON,sport
bryn cunningham,ORG,sport
joe pattison,PERSON,sport
nick time,PERSON,sport
blair yellow,PERSON,sport
andy ward,PERSON,sport
mark mccall,PERSON,sport
morton moffat,PERSON,sport
thomson ford,PERSON,sport
douglas blair,PERSON,sport
stewart gray brown,PERSON,sport
kay parr mcgee rennick,PERSON,sport
millar pattison cunningham maxwell bell,PERSON,sport
brady mccormick longwell,PERSON,sport
nigel martyn,PERSON,sport
paul scholes freekick marcus,PERSON,sport
everton,PERSON,sport
james mcfadden,PERSON,sport
england striker,PERSON,sport
united coach,ORG,sport
alex ferguson,PERSON,sport
everton martyn hibbert yobo,PERSON,sport
naysmith,ORG,sport
kilbane mcfadden,PERSON,sport
subs wright,PERSON,sport
united carroll,ORG,sport
neville brown,PERSON,sport
phil neville,PERSON,sport
howard giggs smith miller,PERSON,sport
pountney handed ban,PERSON,sport
fine northampton,ORG,sport
budge pountney,PERSON,sport
six weeks,DATE,sport
london,GPE,sport
thursday,DATE,sport
pountney,PERSON,sport
referee steve,PERSON,sport
february last two weeks sixweek,DATE,sport
robert horner,PERSON,sport
nigel gillingham jeff,PERSON,sport
scotland international pountney enter,ORG,sport
touchline tunnel,ORG,sport
day,DATE,sport
gustavo parente,PERSON,sport
sanchez,ORG,sport
brian hassell,PERSON,sport
january,DATE,sport
summer,DATE,sport
mcgeady,PERSON,sport
brazil,GPE,sport
martin,ORG,sport
martin,ORG,sport
mexico,GPE,sport
spain veracruz destination sanchez,ORG,sport
roddick,PERSON,sport
andy roddick,PERSON,sport
davis,PERSON,sport
brad,ORG,sport
monday,DATE,sport
andy,PERSON,sport
martin,ORG,sport
martin,ORG,sport
next months,DATE,sport
athletics ireland,GPE,sport
france,GPE,sport
week,DATE,sport
london,GPE,sport
april,DATE,sport
australia,GPE,sport
three years,DATE,sport
last saturday,DATE,sport
britton,ORG,sport
april,DATE,sport
dublin,GPE,sport
alex ferguson,PERSON,sport
bbc,ORG,sport
years,DATE,sport
keith hackett,PERSON,sport
hackett,PERSON,sport
comeback martina hingis,PERSON,sport
later month,DATE,sport
january,DATE,sport
germany,GPE,sport
october,DATE,sport
elena dementieva,PERSON,sport
standin keeper manuel almunia,PERSON,sport
week,DATE,sport
champions league group,ORG,sport
sunday,DATE,sport
last summer,DATE,sport
vigo backup,PERSON,sport
jens lehmann,PERSON,sport
birmingham,GPE,sport
two three weeks,DATE,sport
david seaman,PERSON,sport
daily,DATE,sport
jens fantastic keeper,PERSON,sport
campbell,ORG,sport
summer,DATE,sport
champions league success arsenal campbell,ORG,sport
patrick vieira,PERSON,sport
thomas gravesen,PERSON,sport
spain,GPE,sport
john sivabaek,PERSON,sport
bbc,ORG,sport
summer,DATE,sport
wednesday,DATE,sport
summer,DATE,sport
david moyes,PERSON,sport
january,DATE,sport
wanderley luxemburgo gravesen,PERSON,sport
four season,DATE,sport
alex ferguson,PERSON,sport
newcastle,GPE,sport
last sunday,DATE,sport
chelsea honeymoon,PERSON,sport
years,DATE,sport
day,DATE,sport
highbury tunnel players clear football association,ORG,sport
united game,ORG,sport
patrick vieira,PERSON,sport
neville defeat vieira,ORG,sport
brian barwick highbury,PERSON,sport
neville big lad handle,ORG,sport
neville,ORG,sport
freddie ljungberg,PERSON,sport
keane accused,PERSON,sport
patrick vieira,PERSON,sport
neville,ORG,sport
alex ferguson,PERSON,sport
patrick vieira,PERSON,sport
jason robinson miss,PERSON,sport
standin,PERSON,sport
italy,GPE,sport
wednesday,DATE,sport
friday,DATE,sport
england,GPE,sport
early april,DATE,sport
lansdowne,GPE,sport
saturday,DATE,sport
andy robinson,PERSON,sport
jason england,ORG,sport
autumn,DATE,sport
wilkinson mike,PERSON,sport
phil,PERSON,sport
jeremy guscott,PERSON,sport
bbc radio,ORG,sport
matt dawson,PERSON,sport
guscott especially,PERSON,sport
harry ellis,PERSON,sport
saturday,DATE,sport
england,GPE,sport
italy,GPE,sport
saturday,DATE,sport
benitez launch morientes,PERSON,sport
liverpool,GPE,sport
january,DATE,sport
madrid,GPE,sport
summer,DATE,sport
michael owen,PERSON,sport
liverpool,GPE,sport
djibril cisse,PERSON,sport
next season,DATE,sport
liverpool,GPE,sport
summer,DATE,sport
inter milan,ORG,sport
jol joy professional cup,PERSON,sport
martin jol,PERSON,sport
newcastle,GPE,sport
gary megson,PERSON,sport
jason robinson,PERSON,sport
last week,DATE,sport
france,GPE,sport
sunday,DATE,sport
day,DATE,sport
france,GPE,sport
last weekend,DATE,sport
newcastle,GPE,sport
mathew tait,PERSON,sport
france,GPE,sport
mathew,ORG,sport
barkley kicking mathew,PERSON,sport
another olympic year,DATE,sport
another year,DATE,sport
kellys,PERSON,sport
jason gardener,PERSON,sport
darren campbell,PERSON,sport
hicham guerroujs,PERSON,sport
years,DATE,sport
crown,ORG,sport
roger bannister,PERSON,sport
hicham someone,PERSON,sport
five days later,DATE,sport
new york,GPE,sport
susan chepkemei,PERSON,sport
michael east,PERSON,sport
italy,GPE,sport
beijing,GPE,sport
year,DATE,sport
benita johnson,PERSON,sport
kenteris katerina,PERSON,sport
kenteris,PERSON,sport
